head_nod,head_pan,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2,torso_t0
0.0,-0.06941,-2.01718,0.96602,-0.65271,0.43718,-2.44095,-0.46326,-3.06106,1.48489,1.34799,-0.79959,0.22051,-2.42254,-0.09012,3.03805,-12.56599
0.0,-0.06941,-2.03636,0.97178,-0.60746,0.4253,-2.44478,-0.46901,-3.05914,1.44424,0.64696,0.08207,0.09933,-3.04725,-0.97331,3.01466,-12.56599
0.0,-0.06941,-2.02907,0.95989,-0.59979,0.4345,-2.4421,-0.46863,-3.05876,1.63791,1.18768,0.13883,-0.11697,-2.70863,-0.81493,3.03728,-12.56599
0.0,-0.06941,-2.07778,1.13515,-0.70295,0.08974,-2.75963,-0.26615,-3.05876,1.24291,1.29967,0.2255,-0.0115,-3.04649,-0.51657,3.03805,-12.56599
0.0,-0.06865,-2.22542,1.27397,0.02339,0.27075,-3.01581,-1.29276,-3.05684,1.24252,1.29967,0.22703,-0.01227,-3.04725,-0.51657,3.03728,-12.56599
0.0,-0.06903,-2.22274,1.27435,0.02339,0.26921,-3.01581,-1.292,-3.05799,1.16122,0.97254,-0.237,-0.02186,-3.04764,-0.76891,3.03728,-12.56599
0.0,-0.06941,-2.22312,1.27474,0.02339,0.26845,-3.01696,-1.292,-3.05722,1.76408,0.55875,-0.23738,-0.14458,-2.79491,-0.72711,3.03805,-12.56599
0.0,-0.0698,-2.22351,1.27435,0.02339,0.2696,-3.01619,-1.29276,-3.05684,1.83579,0.92844,-0.5112,-0.3973,-2.66836,-0.55223,3.02654,-12.56599
0.0,-0.06941,-2.22427,1.27474,0.02263,0.26921,-3.01619,-1.29238,-3.05722,1.94892,0.85826,-0.84292,-0.58751,-2.44977,-0.72212,3.03728,-12.56599
0.0,-0.06903,-2.22389,1.27474,0.02301,0.26921,-3.01619,-1.29276,-3.05761,1.89868,1.54127,-0.45329,-0.35972,-3.04725,-0.2857,2.73854,-12.56599
0.0,-0.0698,-1.70885,1.2732,0.25848,0.46978,-2.42062,-0.85098,-3.05876,1.90099,1.5405,-0.45444,-0.3601,-3.04802,-0.28417,2.73816,-12.56599
0.0,-0.06941,-1.5474,0.79882,0.59557,1.04694,-1.71422,-0.49854,-3.04112,1.8983,1.54127,-0.45444,-0.36049,-3.04764,-0.28532,2.73892,-12.56599
0.0,-0.06941,-1.54894,0.79997,0.59403,1.04733,-1.71346,-0.49969,-3.04112,1.2709,1.29967,-0.90773,0.31562,-3.04725,-0.53383,2.79031,-12.56599
0.0,-0.06941,-1.54817,0.80035,0.59442,1.04694,-1.71346,-0.50046,-3.04073,0.51849,1.37636,-1.11635,0.20095,-2.92684,0.11927,3.0369,-12.56599
0.0,-0.0698,-0.80189,0.96104,0.89853,0.62165,-2.08123,-0.53728,-3.05914,0.51887,1.37675,-1.11482,0.19827,-2.92722,0.12042,3.03728,-12.56599
0.0,-0.06941,-0.26078,0.24582,0.64696,0.71867,-2.93105,-0.37467,-3.05837,0.51925,1.37483,-1.11405,0.19903,-2.92722,0.12003,3.03728,-12.56599
0.0,-0.06941,-0.26039,0.24697,0.64657,0.71829,-2.93144,-0.37544,-3.05991,0.01381,1.27282,-0.6738,-0.02416,-3.02386,-0.3114,3.02654,-12.56599
0.0,-0.0675,-0.26001,0.24659,0.64657,0.71829,-2.9322,-0.37621,-3.05914,0.33901,0.6995,-0.05139,-0.37314,-2.83019,-0.9365,3.03805,-12.56599
0.0,-0.06903,-0.53843,-0.01496,-0.11121,-0.14918,-3.05032,-0.20172,-3.05914,0.53574,0.09549,0.23317,-0.14189,-2.78648,-0.46326,3.03767,-12.56599
0.0,-0.06941,-0.53804,-0.01457,-0.11198,-0.14803,-3.04994,-0.2021,-3.05876,0.64005,-0.04947,0.4414,-0.43105,-2.68562,-0.42836,3.03728,-12.56599
0.0,-0.06903,-0.83295,-0.04947,-0.42836,-0.44102,-3.05109,-0.3555,-3.05876,0.64044,-0.05024,0.44179,-0.43182,-2.6837,-0.42951,3.03767,-12.56599
0.0,-0.06903,-1.30734,-0.05024,-0.44831,0.00729,-3.04917,-0.45214,-3.05914,0.64005,-0.051,0.44102,-0.43182,-2.68332,-0.42836,3.03767,-12.56599
0.0,-0.06941,-1.30849,-0.05062,-0.44869,0.00729,-3.04994,-0.45137,-3.05876,0.64734,-0.0487,0.11582,-0.16797,-2.15831,-0.90428,2.58054,-12.56599
0.0,-0.0698,-1.30887,-0.04985,-0.44754,0.00767,-3.04994,-0.45061,-3.05914,-0.24505,-0.05024,0.58291,0.35473,-3.04764,0.06634,3.00315,-12.56599
0.0,-0.06903,-1.25633,0.09817,-0.53421,0.24774,-3.05032,-0.35933,-3.06144,-0.24582,-0.05139,0.58291,0.35435,-3.04725,0.07095,3.00277,-12.56599
0.0,-0.06941,-1.24406,0.10086,-0.85328,0.29836,-3.05032,-0.23892,-3.05876,-0.24582,-0.05024,0.58176,0.35397,-3.04764,0.0698,3.00392,-12.56599
0.0,-0.06903,-1.24444,0.10201,-0.85251,0.29913,-3.04994,-0.23853,-3.05876,-0.34936,-0.04985,0.89239,0.29759,-3.04687,-0.10354,2.87967,-12.56599
0.0,-0.06941,-1.40896,0.17411,-0.60669,0.7459,-3.04955,-0.31178,-3.05952,-0.34975,-0.051,0.89278,0.29721,-3.04649,-0.10508,2.87928,-12.56599
0.0,-0.06941,-1.40973,0.17372,-0.60746,0.74628,-3.04764,-0.31063,-3.05876,-0.44025,-0.0487,0.56527,0.52616,-3.04725,-0.33172,2.77919,-12.56599
0.0,-0.06941,-1.4105,0.17334,-0.60669,0.7459,-3.0484,-0.3114,-3.05761,-0.52731,-0.04985,0.22166,0.39193,-3.04687,-0.25426,2.65609,-12.56599
0.0,-0.06903,-1.39477,0.04755,-0.32597,0.79729,-3.04994,-0.16529,-3.05991,-0.52692,-0.04947,0.22128,0.39193,-3.04725,-0.25311,2.65647,-12.56599
0.0,-0.06941,-1.18922,0.1534,0.12694,0.63852,-3.04994,-0.11275,-3.06029,-0.52654,-0.04947,0.22166,0.39078,-3.04687,-0.25349,2.6557,-12.56599
0.0,-0.06903,-1.18922,0.1534,0.12655,0.63852,-3.05032,-0.1139,-3.05876,-0.67265,-0.04985,-0.03336,0.51695,-3.04687,-0.00729,2.28793,-12.56599
0.0,-0.06903,-1.18845,0.1534,0.12694,0.63852,-3.04994,-0.1139,-3.05914,-1.05269,-0.05024,-0.40382,0.54456,-3.04687,0.58713,2.08353,-12.56599
0.0,-0.06941,-0.94723,0.07747,0.67955,0.65348,-3.04994,-0.25004,-3.05991,-1.05154,-0.05024,-0.40382,0.54495,-3.04725,0.58636,2.08315,-12.56599
0.0,-0.06903,-1.13668,0.24083,0.68492,0.18561,-3.05032,-0.73171,-3.05952,-1.05269,-0.04985,-0.40497,0.54495,-3.04764,0.58636,2.082,-12.56599
0.0,-0.06941,-1.13668,0.24275,0.68416,0.18638,-3.05032,-0.73171,-3.05876,-0.99977,-0.04947,0.14036,0.57754,-3.04725,0.43412,2.04288,-12.56599
0.0,-0.06865,-1.21836,0.21476,0.18676,0.25656,-3.04955,-0.35128,-3.05952,-0.99939,-0.04832,0.14036,0.57716,-3.04687,0.43412,2.04288,-12.56599
0.0,-0.06941,-1.24367,0.25311,-0.15608,0.42223,-3.05032,-0.22434,-3.05837,-0.99977,-0.05062,0.14074,0.57524,-3.04649,0.43373,2.04365,-12.56599
0.0,-0.06903,-1.24406,0.25387,-0.15647,0.42261,-3.0507,-0.22511,-3.05876,-1.06842,-0.05139,0.59327,0.43949,-3.04457,-0.09702,1.83541,-12.56599
0.0,-0.06903,-1.24444,0.25387,-0.15647,0.42184,-3.04994,-0.22434,-3.05876,-1.11751,-0.05062,0.87322,0.20172,-2.97784,-0.1557,1.93473,-12.56599
0.0,-0.06903,-1.24406,0.25272,-0.15608,0.42261,-3.05032,-0.22396,-3.05914,-1.13515,-0.05024,1.3453,0.423,-2.99817,-0.17564,2.19934,-12.56599
0.0,-0.06941,-1.4174,0.14803,-0.58138,0.23432,-3.0507,-0.30718,-3.06106,-1.1363,-0.04602,1.34032,0.42913,-2.99701,-0.17641,2.20088,-12.56599
0.0,-0.06903,-1.41586,0.14688,-0.581,0.23623,-3.04994,-0.3045,-3.05914,-1.82544,-0.04947,0.65271,0.49778,-3.04649,0.72941,2.477,-12.56599
0.0,-0.06903,-0.41801,-0.0487,-0.29606,-1.28739,-3.05109,-0.18715,-3.00277,0.27842,-0.0487,0.38426,-1.28624,-3.03421,-0.15033,-0.71138,-12.56599
0.0,-0.06865,-0.41763,-0.04832,-0.29606,-1.28624,-3.05109,-0.18638,-3.00238,1.01895,-0.04909,-0.28455,-1.08376,-3.01657,0.06289,-0.20172,-12.56599
0.0,-0.06865,0.13154,-0.0372,-0.60746,-0.17986,-0.32405,0.09434,-3.02156,-0.17794,-0.04947,0.7597,-0.21591,-3.04802,-0.19251,0.0303,-12.56599
0.0,-0.06865,0.12272,-0.04947,0.56489,-0.15762,-0.0487,0.03605,-3.002,-0.17794,-0.05024,0.75894,-0.21706,-3.04649,-0.19175,0.0303,-12.56599
0.0,-0.06903,0.051,0.03912,0.68722,1.03774,-0.1649,0.23201,-2.96173,-0.17871,-0.05024,0.75894,-0.21629,-3.04725,-0.19175,0.0303,-12.56599
0.0,-0.06865,0.05062,0.03873,0.68607,1.03352,-0.16567,0.2324,-2.9602,0.25771,0.1139,-0.72174,-0.38043,-0.28532,-1.22182,-0.03298,-12.56599
0.0,-0.06903,0.06443,0.29951,0.73861,0.96487,-0.19903,0.06903,-2.99471,0.06098,0.46595,-0.976,0.8993,-3.04687,-0.2347,-2.89194,-12.56599
0.0,-0.06826,-0.08399,0.29529,0.76661,0.31101,-0.24237,0.11006,-2.99011,0.05983,0.46556,-0.97638,0.89623,-3.04649,-0.23278,-2.8927,-12.56599
0.0,-0.06865,-1.55967,1.43274,0.75165,-0.04947,0.03298,0.09664,-3.06144,0.05906,0.46633,-0.976,0.89661,-3.04687,-0.23393,-2.89309,-12.56599
0.0,-0.06865,-1.41011,1.31079,0.67073,-1.02163,0.09856,0.31792,-3.02424,0.06174,0.46556,-0.97561,0.89623,-3.04687,-0.23432,-2.8927,-12.56599
0.0,-0.06865,-3.04495,0.89124,0.72481,-0.47323,-0.00614,0.24582,-2.59319,0.05983,0.4671,-0.976,0.89623,-3.04687,-0.23393,-2.89194,-12.56599
0.0,-0.06826,-3.03191,0.6228,-0.60285,0.446,-0.13729,-0.05369,-3.00929,0.06098,0.46518,-0.97676,0.89584,-3.04687,-0.23432,-2.89232,-12.56599
0.0,-0.06865,-3.03038,0.62701,-0.52309,1.02393,-0.19788,0.23547,-3.02424,0.05906,0.46671,-0.97561,0.89623,-3.04725,-0.23393,-2.89232,-12.56599
0.0,-0.06826,-3.02233,0.6251,-0.52232,1.01818,-0.19635,0.23968,-3.02539,0.59557,0.25311,0.40305,0.45981,-1.03199,-0.27918,-3.00047,-12.56599
0.0,-0.06826,-3.02233,0.62701,-0.52155,1.0178,-0.19558,0.23968,-3.02578,0.62663,0.52385,-1.06113,0.93765,-2.54756,-0.18408,-3.00277,-12.56599
0.0,-0.06826,-3.02309,0.62701,-0.52194,1.01741,-0.19635,0.23968,-3.02501,0.45252,1.33878,-0.91349,-0.28264,-2.54449,-0.24889,-2.54066,-12.56599
0.0,-0.06826,-3.02271,0.62548,-0.52232,1.01741,-0.19673,0.24045,-3.02463,0.42261,1.57923,-0.49931,-0.70908,-2.75426,-0.51964,-2.30557,-12.56599
0.0,-0.06865,-3.02271,0.62625,-0.52194,1.0178,-0.19635,0.23892,-3.02578,1.39669,1.40244,-0.70333,0.07325,-3.00929,-0.40459,-0.63622,-12.56599
0.0,-0.06826,-3.02309,0.62625,-0.52232,1.01818,-0.19597,0.24007,-3.02501,1.60915,0.15953,0.58943,0.00192,-2.82099,0.09204,-0.50084,-12.56599
0.0,-0.06826,-3.02309,0.62586,-0.52194,1.0178,-0.19635,0.23968,-3.02539,1.35297,-0.04985,1.30964,-0.51964,-2.74391,0.0092,-0.18753,-12.56599
0.0,-0.06826,-3.03191,-0.01227,-0.4391,1.04733,-0.24122,0.29146,-3.06106,1.35374,-0.04985,1.31002,-0.52079,-2.74199,0.00844,-0.18523,-12.56599
0.0,-0.06788,-3.02501,-0.01266,-0.4391,1.04733,-0.24122,0.29567,-3.05952,1.40283,0.21706,-0.0675,-0.80342,-2.36118,-0.07747,-0.19673,-12.56599
0.0,-0.06865,-3.02654,-0.01266,-0.4391,1.04848,-0.24122,0.29529,-3.05837,1.9658,1.14857,-0.21169,-0.67035,-3.01811,-0.12655,0.00383,-12.56599
0.0,-0.06826,-3.02693,-0.01266,-0.43949,1.04733,-0.24083,0.29567,-3.05914,1.85075,1.14588,-0.21859,-0.76469,-3.04764,-1.24866,0.14726,-12.56599
0.0,-0.06865,-3.02654,-0.01304,-0.4391,1.04733,-0.23892,0.29414,-3.05914,1.57578,1.35949,-0.21706,0.53919,-3.04687,-1.25671,-0.52731,-12.56599
0.0,-0.06865,-3.02616,-0.01304,-0.4391,1.04656,-0.24045,0.29567,-3.05952,1.7683,1.93703,-0.52846,0.91425,-3.02539,0.46134,0.09549,-12.56599
0.0,-0.06826,-3.02693,-0.01227,-0.43987,1.04809,-0.24007,0.29529,-3.05952,2.2933,0.17602,-0.33287,1.05615,-3.04649,-0.02646,-0.051,-12.56599
0.0,-0.06826,-3.02654,-0.01304,-0.4391,1.04733,-0.24007,0.29452,-3.05876,2.40643,0.84752,0.40459,0.5902,-2.85474,0.28916,-0.04947,-12.56599
0.0,-0.06826,-3.03076,0.77236,-0.52999,0.64811,-0.06788,-0.2278,-3.06068,2.40643,0.84714,0.4042,0.5902,-2.85512,0.29031,-0.04985,-12.56599
0.0,-0.06865,-3.04802,0.3973,-0.79192,-0.89508,-0.23086,0.21207,-2.99088,2.40605,0.84791,0.40497,0.5902,-2.85512,0.29146,-0.04947,-12.56599
0.0,-0.06826,-3.01274,1.48298,-0.77044,-0.14918,-0.1116,0.0349,-2.88964,2.40643,0.84906,0.4042,0.59058,-2.85282,0.29031,-0.04985,-12.56599
0.0,-0.06865,-3.00699,1.48374,-0.76967,-0.1511,-0.11045,0.03797,-2.88964,3.05301,1.64404,0.69413,0.0836,-2.83633,-0.12924,0.06328,-12.56599
0.0,-0.06903,-3.00622,1.48451,-0.76891,-0.1511,-0.11083,0.0372,-2.88887,3.05416,2.08851,0.56566,0.21322,-2.65225,-0.49202,-0.05752,-12.56599
0.0,-0.06826,-3.04764,0.34093,-0.53152,-1.02623,-0.30756,0.06634,-2.93182,3.05339,2.0866,0.56527,0.20977,-2.65072,-0.49087,-0.05676,-12.56599
0.0,-0.06903,-3.02424,0.45137,-0.49548,-1.00514,-0.52922,-0.10546,-2.98666,2.97209,0.33287,0.68837,0.33326,-3.0461,0.30756,-0.01572,-12.56599
0.0,-0.06903,-3.02271,0.45176,-0.49586,-1.00399,-0.52807,-0.10584,-2.98704,2.74468,1.18768,0.35818,1.0619,-3.03958,0.03451,-0.09089,-12.56599
0.0,-0.06903,-3.02348,0.45214,-0.49701,-1.00437,-0.52846,-0.107,-2.98666,2.6534,1.24291,0.33786,1.05998,-3.0089,-1.31462,-0.04679,-12.56599
0.0,-0.06903,-3.04725,0.27995,-0.61666,0.05522,-0.45559,-0.19175,-3.00622,2.6534,1.24291,0.33901,1.05615,-3.00468,-1.31347,-0.04602,-12.56599
0.0,-0.06865,-3.04649,-0.04947,-0.70218,1.04924,-0.21207,-0.01841,0.03528,2.6534,1.24252,0.33824,1.05576,-3.00775,-1.31347,-0.04602,-12.56599
0.0,-0.06941,-3.04725,-0.01457,-0.03912,1.0385,-0.1139,-0.10163,-0.01649,2.65264,1.24252,0.33824,1.055,-3.00545,-1.31616,-0.04602,-12.56599
0.0,-0.06865,-3.04725,0.028,1.42775,1.03199,-0.19712,-0.48589,0.0092,2.65379,1.24329,0.33863,1.05576,-3.00584,-1.31385,-0.04564,-12.56599
0.0,-0.06865,-3.04802,0.12003,0.60937,1.01703,-0.19367,-0.51043,-0.00767,2.6534,1.24329,0.33824,1.05538,-3.00584,-1.31462,-0.04602,-12.56599
0.0,-0.06865,-3.04649,0.11965,0.60746,1.0201,-0.19328,-0.50813,-0.00767,2.49157,0.64926,0.25464,0.39577,-2.84362,0.17526,-0.00307,-12.56599
0.0,-0.06903,-3.0369,0.55684,-0.38273,-0.41341,-1.84001,-0.37621,-0.39347,2.46894,0.31332,0.30296,-0.31293,-3.04687,-0.41801,-0.40305,-12.56599
0.0,-0.06826,-3.03805,0.33249,-1.00821,-0.47784,-1.13553,-0.23508,-0.38196,2.35619,0.71445,-0.28647,-0.35742,-3.04687,-0.21246,-0.45176,-12.56599
0.0,-0.06865,-3.03575,0.33249,-1.00783,-0.47899,-1.13438,-0.23508,-0.38119,2.20625,0.41648,-0.70678,-0.58867,-3.02271,-0.33364,-0.31562,-12.56599
0.0,-0.06865,-3.04725,0.69298,0.18369,-0.423,-1.43926,-0.32252,-0.4299,2.20548,0.41609,-0.7064,-0.58867,-3.01849,-0.32904,-0.31523,-12.56599
0.0,-0.06903,-3.04955,1.56696,0.61052,-0.55185,-3.03345,-0.76929,-0.54111,2.20548,0.41648,-0.7064,-0.58828,-3.02156,-0.32904,-0.31408,-12.56599
0.0,-0.06788,-3.04802,0.474,0.65693,-0.3973,-3.04955,0.05139,-0.06098,2.91648,1.67051,-0.72941,-0.38158,-2.89155,-0.94915,0.01534,-12.56599
0.0,-0.06865,-0.10584,0.37621,0.63507,0.95068,-3.04955,-0.30718,-0.09166,2.91686,1.67051,-0.72902,-0.38273,-2.89194,-0.948,0.01496,-12.56599
0.0,-0.0698,-0.14381,0.19865,0.56374,0.99632,-3.04917,-0.28417,-3.05876,0.1231,0.16375,-0.56987,1.00476,-3.04649,-0.50583,-3.05991,-12.56599
0.0,-0.07018,-0.14458,0.19865,0.56374,0.99709,-3.04917,-0.28532,-3.05914,0.15877,1.49908,-0.78156,0.08859,-3.04687,-0.07555,-3.05952,-12.56599
0.0,-0.06941,-0.02301,1.4895,0.63008,-0.00077,-3.0507,0.08092,-3.05991,0.1603,1.49832,-0.78156,0.08935,-3.04649,-0.079,-3.05914,-12.56599
0.0,-0.07018,-0.10584,0.00729,0.65424,-0.07363,-3.05032,0.09626,-3.05991,0.15877,1.49985,-0.78156,0.09089,-3.04687,-0.07747,-3.05876,-12.56599
0.0,-0.07018,-0.10393,-0.05139,0.7459,-1.36601,-3.04955,0.02569,-3.05914,0.15953,1.50023,-0.78195,0.08935,-3.04725,-0.07325,-3.05876,-12.56599
0.0,-0.06941,-0.10354,-0.04985,0.7459,-1.36678,-3.05032,0.02493,-3.05914,0.15762,-0.04985,-1.12633,-1.3756,-3.04495,-0.09971,-2.97631,-12.56599
0.0,-0.06941,-0.10393,-0.05062,0.74705,-1.36524,-3.05032,0.02531,-3.05876,1.59956,1.37943,-0.68109,-0.08053,-3.04725,-0.07747,-2.93719,-12.56599
0.0,-0.06826,-1.58959,1.53398,0.76967,0.02608,-1.33111,0.03106,-1.63906,1.59994,1.37982,-0.68147,-0.08092,-3.04764,-0.07747,-2.93757,-12.56599
0.0,-0.06865,-1.63216,0.54495,-0.28455,0.08782,-1.57041,0.05292,-1.55622,1.45191,0.237,0.75817,0.03873,-3.04112,0.26346,-3.05876,-12.56599
0.0,-0.06865,-1.76561,-0.04947,-0.81454,0.01189,-1.39055,-0.02991,-1.58499,1.44002,-0.04947,0.97408,0.04333,-3.04687,-0.04065,-3.02348,-12.56599
0.0,-0.06865,-1.82084,0.01035,-0.70333,0.01917,-1.44194,0.01879,-1.50368,0.0859,1.39362,0.31753,0.01419,-3.04687,-0.21706,-3.05914,-12.56599
0.0,-0.06903,-1.82084,0.00959,-0.70448,0.02033,-1.44156,0.01917,-1.50445,3.04572,1.61068,0.13959,0.32099,-3.0461,-0.18216,-3.01734,-12.56599
0.0,-0.06865,-1.82122,0.01074,-0.7041,0.01917,-1.44117,0.01917,-1.50445,3.00123,1.10677,0.1185,-0.30795,-3.04495,-0.14266,-3.03076,-12.56599
0.0,-0.06903,-1.8216,0.00959,-0.7041,0.01956,-1.44117,0.01841,-1.50407,2.93911,0.24352,-0.03797,-1.13016,-3.04649,-0.22358,-3.03651,-12.56599
0.0,-0.06903,-1.82084,0.32942,0.81263,-0.00575,-1.38173,-0.07325,-1.53168,2.98551,1.43696,-0.4694,0.02339,-3.04572,-0.2788,-3.05914,-12.56599
0.0,-0.06903,-1.81853,0.32942,0.81224,-0.0092,-1.37943,-0.07325,-1.53091,2.96864,0.37506,-0.91732,-1.18922,-2.91955,-0.24122,-3.05837,-12.56599
0.0,-0.06865,-2.89309,0.43795,0.53459,-1.07685,-1.85458,0.12617,-1.47952,2.96825,0.37467,-0.9177,-1.18884,-2.91993,-0.24007,-3.05952,-12.56599
0.0,-0.0698,-2.89309,0.43718,0.53421,-1.07685,-1.8542,0.12847,-1.47991,3.05301,1.26093,-0.71867,-0.16874,-3.04035,-1.57195,-3.05799,-12.56599
0.0,-0.06865,-2.93949,0.08897,0.62165,-0.49816,-2.99203,0.14726,-1.71883,2.89961,-0.05024,-0.77159,-0.69911,-3.04265,-0.08859,-3.05914,-12.56599
0.0,-0.06903,-2.93566,0.08935,0.62165,-0.49739,-2.9905,0.14688,-1.71806,3.01466,1.63024,-0.67955,-0.70103,-3.0461,-0.09012,-3.05646,-12.56599
0.0,-0.06941,-2.93642,0.08859,0.62165,-0.49893,-2.99088,0.14688,-1.71883,3.05454,1.43926,-0.84522,-0.17564,-3.04649,-0.87322,-3.05914,-12.56599
0.0,-0.06903,-3.04764,1.12172,0.66805,-0.21783,-3.05032,-0.99555,-0.07095,3.05416,1.43849,-0.84446,-0.17679,-3.04687,-0.8736,-3.05876,-12.56599
0.0,-0.06788,-3.04764,1.4941,-0.81339,0.01917,-3.04994,0.13346,-0.1557,3.03268,1.75717,0.79614,0.20057,-3.04687,0.07555,-0.16797,-12.56599
0.0,-0.06788,-3.04764,1.49218,-0.81454,0.01879,-3.0507,0.13384,-0.1557,2.77229,0.33709,-0.06941,0.16068,-2.80834,0.18715,-0.11965,-12.56599
0.0,-0.0675,-3.04802,1.49218,-0.81378,0.01879,-3.05032,0.13384,-0.15493,1.5754,1.69006,-0.84216,-0.08245,-2.74851,0.2278,-0.27688,-12.56599
0.0,-0.06865,-3.04764,1.49295,-0.81301,0.01917,-3.0507,0.13307,-0.15493,1.60109,0.14381,-0.05791,0.02301,-2.93144,0.2324,-0.22166,-12.56599
0.0,-0.06788,-3.04725,0.00153,-0.8249,-0.06903,-3.04955,0.18331,-0.16068,1.60071,0.14266,-0.05983,0.02301,-2.93067,0.2324,-0.22013,-12.56599
0.0,-0.06788,-3.04764,0.00192,-0.82528,-0.0698,-3.0507,0.18369,-0.15915,1.55047,0.33901,0.3996,-0.01994,-2.87123,0.10048,-0.26615,-12.56599
